title,console,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,release_year
Harry Potter and the Goblet of Fire,PSN,Adventure,Electronic Arts,10,9,2,1,5.16,2.11,1.08,3.36,11.71,2010
Marvel Nemesis  Rise of the Imperfects,DS,Fighting,Electronic Arts,1,4,5,20,0.08,0.08,3.29,6.73,10.18,2005
WCW Mayhem,PS,Fighting,Electronic Arts,4,2,10,226,1.22,0.68,5.37,0.46,7.73,1999
WCW Backstage Assault,PS,Fighting,Electronic Arts,10,3,6,180,0.21,0.12,4.36,0.08,4.77,2000
Warpath  Jurassic Park,PS,Fighting,Electronic Arts,2,8,6,276,0.28,0.15,1.26,0.1,1.79,1999
Marvel Nemesis  Rise of the Imperfects,PS2,Fighting,Electronic Arts,5,10,8,157,0.77,0.64,5.71,0.02,7.14,2005
Def Jam  Fight for NY,PS2,Fighting,Electronic Arts,1,10,4,14,1.76,0.86,5.55,0.67,8.84,2004
EA Sports UFC,PS4,Fighting,Electronic Arts,1,8,3,286,1.11,0.49,0.01,0.43,2.04,2014
Def Jam Fight for NY  The Takeover,PSN,Fighting,Electronic Arts,8,8,4,221,3.8,2.85,2.6,5.17,14.42,2009
Scrabble (Others sales),DS,Puzzle,Electronic Arts,10,5,1,30,0.24,1.19,4.1,0.24,5.77,2009
Scrabble,DS,Puzzle,Electronic Arts,4,4,8,243,0.25,0.2,2.27,0.02,2.74,2009
Henry Hatsworth in the Puzzling Adventure,DS,Puzzle,Electronic Arts,8,9.1,3,290,0.09,0.08,3.27,4.69,8.13,2009
Asonde Shogi ga Tsuyoku Naru  Ginsei Shogi DS,DS,Puzzle,Electronic Arts,7,7,5,51,5.44,2.39,2.32,3.72,13.87,2007
Marble Madness,PC,Puzzle,Electronic Arts,5,2,5,39,5.73,4.76,5.55,6.02,22.06,1986
Dynomite  Deluxe,PC,Puzzle,Electronic Arts,2,7,7,44,3.9,1.47,2.99,3.11,11.47,2002
Peggle 2,PS4,Puzzle,Electronic Arts,5,3,3,276,7.88,2.22,2.75,6.56,19.41,2014
Tetris (PSP),PSN,Puzzle,Electronic Arts,5,7,5,90,7.46,4.49,2.82,6.81,21.58,2009
Tetris,PSN,Puzzle,Electronic Arts,5,7.5,8,128,7.62,4.14,1.55,6.89,20.2,2011
Sudoku,PSN,Puzzle,Electronic Arts,7,10,5,6,6.42,2.08,5.36,5.85,19.71,2009
Dead Space Ignition,PSN,Puzzle,Electronic Arts,3,7,1,126,3.31,2.71,3.94,2.35,12.31,2010
Need for Speed  Undercover,DS,Racing,Electronic Arts,4,10,4,104,0.23,0.18,4.31,0.03,4.75,2008
Need for Speed  ProStreet,DS,Racing,Electronic Arts,3,4,4,138,0.13,0.11,2.23,0.01,2.48,2007
Need for Speed  Nitro,DS,Racing,Electronic Arts,9,7.2,10,273,0.38,0.21,5.93,0.13,6.65,2009
Need for Speed  Most Wanted,DS,Racing,Electronic Arts,6,10,9,138,0.27,0.24,4.66,0.01,5.18,2005
Need for Speed Underground 2,DS,Racing,Electronic Arts,9,9,3,26,0.13,0.11,5.8,0.02,6.06,2005
Need for Speed Carbon  Own the City,DS,Racing,Electronic Arts,7,6,1,93,0.2,0.17,1.1,0.01,1.48,2006
MySims Racing,DS,Racing,Electronic Arts,9,8,2,151,0.61,0.25,1.17,0.29,2.32,2009
Burnout Legends,DS,Racing,Electronic Arts,4,3.8,4,189,0.18,0.15,1.35,0.02,1.7,2005
The Need for Speed,PC,Racing,Electronic Arts,7,1,6,38,5.35,1.27,1.69,4.97,13.28,1995
Sports Car GT,PC,Racing,Electronic Arts,3,5,6,127,3.2,2.4,3.79,4.24,13.63,1999
Road Rash Win 95,PC,Racing,Electronic Arts,9,10,3,93,7.67,3.49,4.17,5.89,21.22,1996
Road & Track Presents  The Need for Speed SE,PC,Racing,Electronic Arts,8,5,3,187,5.47,2.52,1.98,5.56,15.53,1997
Road & Track Presents  The Need for Speed,PC,Racing,Electronic Arts,6,9,1,199,6.8,2.76,2.2,5.51,17.27,1995
Need for Speed  World Online,PC,Racing,Electronic Arts,6,10,1,264,3.91,1.59,2.79,1.92,10.21,2010
Need for Speed  Undercover,PC,Racing,Electronic Arts,5,9,7,224,0.07,3.88,4.31,0.07,8.33,2008
Need for Speed  The Run,PC,Racing,Electronic Arts,4,9,10,230,0.36,0.09,5.07,0.21,5.73,2011
Need for Speed  Shift 2 Unleashed,PC,Racing,Electronic Arts,2,8.6,8,34,0.19,0.05,1.4,0.11,1.75,2011
Need for Speed  Shift,PC,Racing,Electronic Arts,10,8.3,8,63,0.06,4.16,1.15,0.05,5.42,2009
Need for Speed  ProStreet,PC,Racing,Electronic Arts,3,1,2,262,0.04,4.72,3.87,0.04,8.67,2007
Need for Speed  Porsche Unleashed,PC,Racing,Electronic Arts,8,6,3,138,3.06,3.35,2,5.33,13.74,2000
Need for Speed  Payback,PC,Racing,Electronic Arts,8,6.5,4,235,0.02,4.65,4.99,0.02,9.68,2017
Need for Speed  Most Wanted (2012),PC,Racing,Electronic Arts,6,10,9,215,0.07,4.83,1.07,0.06,6.03,2012
Need for Speed  Most Wanted,PC,Racing,Electronic Arts,6,10,5,127,0.28,0.02,5.55,0.24,6.09,2005
Need for Speed  Hot Pursuit 2,PC,Racing,Electronic Arts,10,6.7,9,174,4.29,2.73,2.12,1.63,10.77,2002
Need for Speed  Hot Pursuit,PC,Racing,Electronic Arts,1,8.9,5,300,0.37,0.12,1.44,0.2,2.13,2010
Need For Speed  High Stakes,PC,Racing,Electronic Arts,1,10,9,261,1.75,1.81,4.47,6.08,14.11,1999
Need for Speed Underground 2,PC,Racing,Electronic Arts,4,7,5,297,0.07,2.76,3.57,0.06,6.46,2004
Need For Speed Underground,PC,Racing,Electronic Arts,1,9,8,179,0.05,3.37,5.92,0.04,9.38,2003
Need for Speed Rivals,PC,Racing,Electronic Arts,5,1,10,176,0.25,0.04,1.06,0.19,1.54,2013
Need for Speed III  Hot Pursuit,PC,Racing,Electronic Arts,3,7,2,113,5.48,4.65,5.98,2.93,19.04,1998
Need for Speed II SE,PC,Racing,Electronic Arts,10,1,2,190,7.72,1.12,2.89,3,14.73,1997
Need for Speed II,PC,Racing,Electronic Arts,4,2,1,133,7.32,3.56,2.77,2.9,16.55,1997
Need for Speed Heat,PC,Racing,Electronic Arts,4,6,6,11,1.39,4.29,3.92,1.44,11.04,2019
Need for Speed Carbon,PC,Racing,Electronic Arts,2,7.9,9,299,0.05,4.72,2.54,0.04,7.35,2006
Need for Speed (2015),PC,Racing,Electronic Arts,5,3,1,128,0.05,1.65,1.73,0.05,3.48,2016
Motor City Online,PC,Racing,Electronic Arts,2,7,5,160,3.6,3.82,2.13,6.68,16.23,2001
Moto Racer 2,PC,Racing,Electronic Arts,5,5,5,9,2.3,4.04,4.22,6.87,17.43,1998
Moto Racer,PC,Racing,Electronic Arts,8,5,4,31,4.57,3.52,3.86,3.32,15.27,1997
Mobil 1 Rally Championship,PC,Racing,Electronic Arts,5,2,5,282,1.18,1.76,4.03,3.61,10.58,2000
F1 Manager,PC,Racing,Electronic Arts,5,4,2,258,5.76,1.06,4.24,2.9,13.96,2000
Drome Racers,PC,Racing,Electronic Arts,6,1,7,228,3.27,4.75,4.29,4.63,16.94,2002
Car & Driver,PC,Racing,Electronic Arts,10,2,3,270,2.34,2.6,3.16,5.06,13.16,1992
Burnout Paradise  The Ultimate Box,PC,Racing,Electronic Arts,7,1,5,2,0.09,4.63,1.32,0.09,6.13,2009
Sports Car GT,PS,Racing,Electronic Arts,7,4,9,252,0.22,0.12,2.31,0.08,2.73,1999
Sled Storm,PS,Racing,Electronic Arts,1,1,6,20,1.62,0.9,3.08,0.61,6.21,1999
Road Rash  Jailbreak,PS,Racing,Electronic Arts,3,6,7,285,0.4,0.22,5.51,0.15,6.28,1999
Road Rash 3D,PS,Racing,Electronic Arts,5,5,9,71,1.25,1.05,4.58,0.16,7.04,1998
Road Rash,PS,Racing,Electronic Arts,6,5,2,77,1.27,0.71,4.78,0.48,7.24,1995
Road & Track Presents  The Need for Speed,PS,Racing,Electronic Arts,4,8,1,137,1,0.56,2.98,0.38,4.92,1996
Need for Speed  V Rally 2,PS,Racing,Electronic Arts,6,10,6,134,2.67,3.54,3.71,5.86,15.78,1999
Need for Speed  V Rally,PS,Racing,Electronic Arts,2,9,4,163,0.87,0.43,0.09,0.29,1.68,1997
Need for Speed  Porsche Unleashed,PS,Racing,Electronic Arts,4,10,2,256,0.77,0.43,1.69,0.29,3.18,2000
Need for Speed  Porsche 2000   Moto Racer 2,PS,Racing,Electronic Arts,1,3,8,144,5.82,4.01,5.39,6.35,21.57,2002
Need for Speed  High Stakes,PS,Racing,Electronic Arts,1,2,2,26,2.31,1.58,1.3,0.64,5.83,1999
Need for Speed III  Hot Pursuit,PS,Racing,Electronic Arts,10,5,2,65,3.12,2.14,3.97,0.86,10.09,1998
Need for Speed II,PS,Racing,Electronic Arts,5,6,2,231,4.66,3.55,4.26,3.51,15.98,1997
NASCAR Rumble,PS,Racing,Electronic Arts,5,3,7,275,0.56,0.31,2.67,0.21,3.75,2000
Moto Racer 2,PS,Racing,Electronic Arts,5,6,7,253,0.69,0.39,3.09,0.26,4.43,1998
Moto Racer,PS,Racing,Electronic Arts,5,10,3,276,0.8,0.45,5.86,0.3,7.41,1997
Mobil 1 Rally Championship,PS,Racing,Electronic Arts,3,6,10,42,0.12,0.07,5.55,0.04,5.78,2000
Hot Wheels Turbo Racing,PS,Racing,Electronic Arts,2,6,7,250,1.07,0.59,2.98,0.4,5.04,1999
Hi Octane  The Track Fights Back ,PS,Racing,Electronic Arts,6,1,4,257,0.05,0.03,4.9,0.02,5,1996
Castrol Honda Superbike Racing,PS,Racing,Electronic Arts,3,3.9,6,217,0.13,0.07,2.57,0.05,2.82,1999
007 Racing,PS,Racing,Electronic Arts,3,6.1,8,210,0.53,0.3,4.94,0.2,5.97,2000
The Simpsons  Road Rage,PS2,Racing,Electronic Arts,10,6.1,1,87,3.61,2.02,3.73,1.17,10.53,2001
Shox,PS2,Racing,Electronic Arts,7,8,9,22,0.09,0.05,4.43,0.04,4.61,2002
Rumble Racing,PS2,Racing,Electronic Arts,9,5,2,99,0.21,0.1,2.35,0.08,2.74,2001
Need for Speed  Undercover,PS2,Racing,Electronic Arts,5,10,7,214,1.4,0.38,0.03,0.08,1.89,2008
Need for Speed  ProStreet,PS2,Racing,Electronic Arts,9,3,7,282,2.41,0.69,0.04,6.61,9.75,2007
Need for Speed  Most Wanted,PS2,Racing,Electronic Arts,1,8.6,7,50,4.37,2.03,0.08,1.79,8.27,2005
Need for Speed  Hot Pursuit 2,PS2,Racing,Electronic Arts,4,8.7,5,285,2.11,1.68,0.02,0.31,4.12,2002
Need for Speed Underground 2,PS2,Racing,Electronic Arts,5,8.3,1,51,6.9,2.71,0.08,3.02,12.71,2004
Need for Speed Underground,PS2,Racing,Electronic Arts,10,8.6,1,38,7.2,3.27,0.08,2.83,13.38,2003
Need for Speed Collectors Series,PS2,Racing,Electronic Arts,5,9,7,103,2.62,4.45,1.55,6.69,15.31,2006
Need for Speed Carbon,PS2,Racing,Electronic Arts,6,7.7,4,260,1.34,1.22,0.05,0.05,2.66,2006
F1 Championship Season 2000,PS2,Racing,Electronic Arts,7,8,10,24,0.16,0.06,0.03,0.05,0.3,2000
Drome Racers,PS2,Racing,Electronic Arts,10,7,6,135,0.13,0.06,2.79,0.05,3.03,2002
Cel Damage Overdrive,PS2,Racing,Electronic Arts,3,5.3,5,115,3.37,3.74,5.29,2.11,14.51,2002
Burnout Revenge,PS2,Racing,Electronic Arts,8,9,1,144,0.9,0.75,4.6,0.03,6.28,2005
Burnout Dominator,PS2,Racing,Electronic Arts,2,7.8,9,239,5.04,2.24,4.96,3.06,15.3,2007
Burnout Anthology,PS2,Racing,Electronic Arts,7,10,9,106,4.22,1.36,3.01,5.08,13.67,2008
Burnout 3  Takedown,PS2,Racing,Electronic Arts,4,9.3,7,96,2.68,1.23,1.48,1.11,6.5,2004
Need for Speed  Undercover,PS3,Racing,Electronic Arts,6,5.9,9,161,2.06,0.63,0.05,1.01,3.75,2008
Need for Speed  The Run,PS3,Racing,Electronic Arts,2,6.3,4,184,2.01,0.58,0.03,1.05,3.67,2011
Need for Speed  Shift 2 Unleashed,PS3,Racing,Electronic Arts,9,8.4,9,62,0.67,0.2,1.31,0.36,2.54,2011
Need for Speed  Shift,PS3,Racing,Electronic Arts,8.6,8.2,7,11,2.65,0.69,0.04,1.4,4.78,2009
Need for Speed  ProStreet,PS3,Racing,Electronic Arts,1,7.2,7,118,2.04,0.73,0.04,0.91,3.72,2007
Need for Speed  Most Wanted (2012),PS3,Racing,Electronic Arts,5,7,9,272,2.74,0.71,0.06,1.52,5.03,2012
Need for Speed  Hot Pursuit,PS3,Racing,Electronic Arts,2,8.9,1,253,2.81,1.05,0.03,1.24,5.13,2010
Need for Speed Rivals,PS3,Racing,Electronic Arts,8,5,3,297,1.27,0.33,0.05,0.69,2.34,2013
Need for Speed Carbon,PS3,Racing,Electronic Arts,2,7.8,2,61,1.24,0.49,0.03,0.51,2.27,2006
Burnout Paradise  The Ultimate Box,PS3,Racing,Electronic Arts,8.6,9,7,118,0.07,4.97,0.01,0.05,5.1,2009
Burnout Paradise,PS3,Racing,Electronic Arts,2,9,6,157,1.95,1.01,0.02,0.63,3.61,2008
Need for Speed  Payback,PS4,Racing,Electronic Arts,3,5.8,9,132,2.18,0.62,0.04,1.18,4.02,2017
Need for Speed Rivals,PS4,Racing,Electronic Arts,3,2,7,47,2.17,0.75,0.03,1.04,3.99,2013
Need for Speed Heat,PS4,Racing,Electronic Arts,8,6,1,203,5.51,1.16,2.46,3.12,12.25,2019
Need for Speed (2015),PS4,Racing,Electronic Arts,7,7,8,29,2.72,0.59,0.06,1.66,5.03,2015
Burnout Paradise Remastered,PS4,Racing,Electronic Arts,6,8,1,197,0.37,0.08,0.01,0.22,0.68,2018
Need for Speed  Undercover,PSN,Racing,Electronic Arts,6,10,3,264,6.44,1.93,5.83,1.6,15.8,2010
Need for Speed  Shift 2  Unleashed,PSN,Racing,Electronic Arts,8,3,8,18,7.3,2.06,2.71,3.09,15.16,2011
Need for Speed  Shift,PSN,Racing,Electronic Arts,7,9,10,230,1.02,2.09,1.81,6.01,10.93,2009
Need for Speed  ProStreet,PSN,Racing,Electronic Arts,5,9,8,156,4.62,1.13,4.8,3.32,13.87,2009
Need for Speed  Most Wanted 5 1 0,PSN,Racing,Electronic Arts,5,7.4,2,165,4.93,1.76,5.84,5.02,17.55,2009
Need for Speed  Hot Pursuit,PSN,Racing,Electronic Arts,1,8.9,10,44,7.28,2.1,3.75,6.7,19.83,2011
Need for Speed Underground Rivals,PSN,Racing,Electronic Arts,9,4,2,236,4.2,4.91,1.55,3.47,14.13,2009
Need for Speed Carbon  Own the City,PSN,Racing,Electronic Arts,6,8,7,90,4.28,4.91,1.65,5.17,16.01,2009
Burnout Paradise  Party Pack,PSN,Racing,Electronic Arts,1,1,3,131,4.18,1.41,4.83,3.6,14.02,2009
Burnout Paradise  Big Surf Island,PSN,Racing,Electronic Arts,9,8,4,73,5.38,4.75,1.92,1.64,13.69,2009
Burnout Paradise,PSN,Racing,Electronic Arts,1,9,1,298,7.01,3.7,1.61,2.03,14.35,2008
Burnout Legends,PSN,Racing,Electronic Arts,7,8.4,8,96,7.05,4.28,2.53,4.12,17.98,2009
Burnout Dominator,PSN,Racing,Electronic Arts,8,7.8,1,42,4.98,3.65,5.77,5.24,19.64,2009
Burnout Crash ,PSN,Racing,Electronic Arts,8,7,8,224,2.33,3.62,3.36,2.51,11.82,2011
GoldenEye  Rogue Agent,DS,Shooter,Electronic Arts,8,2,8,109,0.11,0.1,4.72,5.09,10.02,2005
Titanfall 2,PC,Shooter,Electronic Arts,7,4,3,43,0.2,0.06,4.19,0.12,4.57,2016
Titanfall,PC,Shooter,Electronic Arts,8,6,4,159,0.59,0.24,3.8,0.31,4.94,2014
The Orange Box,PC,Shooter,Electronic Arts,7,9.7,10,227,0.14,2.61,5.36,0.11,8.22,2007
Star Wars  Squadrons,PC,Shooter,Electronic Arts,10,4,2,70,7.69,3.19,5.78,5.4,22.06,2020
Star Wars Battlefront II (2017),PC,Shooter,Electronic Arts,9,6,3,278,0.05,0.02,3.19,0.02,3.28,2017
Star Wars Battlefront (2015),PC,Shooter,Electronic Arts,7,7.5,7,22,0.49,0.13,3.03,0.33,3.98,2015
Space Hulk  Vengeance of the Blood Angels,PC,Shooter,Electronic Arts,1,8,1,66,7.92,2.47,1.37,1.47,13.23,1996
Rocket Arena,PC,Shooter,Electronic Arts,2,8,1,65,7.75,2,2.79,5.77,18.31,2020
Plants vs. Zombies  Garden Warfare 2,PC,Shooter,Electronic Arts,8,8,7,228,0.05,0.01,3.22,0.04,3.32,2016
Plants vs Zombies  Garden Warfare,PC,Shooter,Electronic Arts,6,8,10,110,0.02,2.82,2.42,0.02,5.28,2014
Plants vs Zombies  Battle for Neighborville,PC,Shooter,Electronic Arts,2,8,4,216,5.04,3.53,2.31,3.8,14.68,2019
Mercenaries 2  World in Flames,PC,Shooter,Electronic Arts,8,6,5,78,4.81,3.15,1.8,5.7,15.46,2008
Medal of Honor  Warfighter,PC,Shooter,Electronic Arts,10,10,3,245,0.33,0.14,1,0.16,1.63,2012
Medal of Honor  Spearhead,PC,Shooter,Electronic Arts,5,3,7,252,2.58,3.56,4.05,6.47,16.66,2002
Medal of Honor  Pacific Assault,PC,Shooter,Electronic Arts,10,2,7,117,2.09,3.16,4.45,3.25,12.95,2004
Medal of Honor  Breakthrough,PC,Shooter,Electronic Arts,5,4,4,161,3.31,3.3,2.1,2.21,10.92,2003
Medal of Honor  Allied Assault,PC,Shooter,Electronic Arts,7,9.3,2,131,3.71,2.3,3.29,4,13.3,2002
Medal of Honor  Airborne,PC,Shooter,Electronic Arts,6,8,5,53,0.05,3.62,2.77,0.04,6.48,2007
Medal of Honor  Above and Beyond,PC,Shooter,Electronic Arts,9,10,6,211,3.65,3.16,1.05,4.6,12.46,2020
Medal of Honor Collection,PC,Shooter,Electronic Arts,10,3,8,295,4.79,1.85,2.09,5.11,13.84,2007
Medal of Honor Allied Assault  War Chest,PC,Shooter,Electronic Arts,9,2,4,62,6.36,4.62,5.69,5.12,21.79,2004
Medal of Honor 10th Anniversary,PC,Shooter,Electronic Arts,8,5,6,167,6.58,2.7,4.03,5.87,19.18,2008
Medal of Honor,PC,Shooter,Electronic Arts,10,5,1,231,0.49,0.2,1.88,0.23,2.8,2010
Magic Carpet 2  The Netherworlds,PC,Shooter,Electronic Arts,8,8,9,102,1.65,1.49,4.24,5.47,12.85,1996
Magic Carpet,PC,Shooter,Electronic Arts,4,9,4,125,2.79,1.89,4.42,4.1,13.2,1994
Left 4 Dead  Crash Course,PC,Shooter,Electronic Arts,7,1,3,148,6.92,1.63,5.79,2.88,17.22,2009
Left 4 Dead 2  Dead Air,PC,Shooter,Electronic Arts,5,4,4,110,7.52,2.76,1.18,4.06,15.52,2011
James Bond 007  Nightfire,PC,Shooter,Electronic Arts,2,7,3,273,6.09,1.14,4.81,1.53,13.57,2002
Half Life 2  Episode Pack,PC,Shooter,Electronic Arts,1,8.8,10,42,3.59,4.53,1.83,5.03,14.98,2008
Half Life 2  Episode One,PC,Shooter,Electronic Arts,5,8.7,5,3.92,6.3,3.26,4.53,3.33,17.42,2006
Half Life 1  Anthology,PC,Shooter,Electronic Arts,8,6,6,202,7.51,3.58,3.84,6.6,21.53,2005
Freedom Fighters,PC,Shooter,Electronic Arts,4,4,6,287,7.73,4.86,4.86,5.25,22.7,2003
Dead Space 3,PC,Shooter,Electronic Arts,4,4,4,218,0.19,0.02,5.75,0.16,6.12,2013
Dead Space 2,PC,Shooter,Electronic Arts,8,8.9,6,295,0.32,0.13,3.02,0.15,3.62,2011
Dead Space,PC,Shooter,Electronic Arts,8.4,8.8,1,46,0.59,4.53,5.81,0.54,11.47,2008
Crysis  Warhead,PC,Shooter,Electronic Arts,1,8.4,1,1.5,4.95,3.23,3.29,6.64,18.11,2008
Crysis  Maximum Edition,PC,Shooter,Electronic Arts,2,7,5,238,0.09,2.3,3.55,0.07,6.01,2009
Crysis 3,PC,Shooter,Electronic Arts,6,7.5,9,3,4.41,4.12,1.42,5.04,14.99,2013
Crysis 2  Retaliation Pack,PC,Shooter,Electronic Arts,6,4,10,231,4.29,1.41,3.13,2.6,11.43,2011
Crysis 2  Decimation Pack,PC,Shooter,Electronic Arts,9,2,7,153,2.86,1.48,2.07,6.34,12.75,2011
Crysis 2,PC,Shooter,Electronic Arts,5,8.7,2,121,0.73,0.16,5.77,0.45,7.11,2011
Crysis,PC,Shooter,Electronic Arts,9,9.2,8.5,3,2.66,2.24,1.43,1.03,7.36,2007
Counter Strike 1  Anthology,PC,Shooter,Electronic Arts,10,5,5,294,4.06,1.64,2.9,3.73,12.33,2005
Command & Conquer  Renegade,PC,Shooter,Electronic Arts,3,8,5,59,5.14,1.61,3.04,2.5,12.29,2002
Command & Conquer Renegade,PC,Shooter,Electronic Arts,3,6,9,261,0.01,1.83,4.5,0.01,6.35,2002
Clive Barkers Undying,PC,Shooter,Electronic Arts,8,6,5,124,5.06,4.91,2.12,2.96,15.05,2001
Bulletstorm  Gun Sonata,PC,Shooter,Electronic Arts,4,1,4,25,7.17,2.31,3.69,4.82,17.99,2011
Bulletstorm  Blood Symphony,PC,Shooter,Electronic Arts,9,9,3,15,5.49,1.95,3.72,3.45,14.61,2011
Bulletstorm,PC,Shooter,Electronic Arts,3,8.7,4,268,0.16,0.07,4.7,0.08,5.01,2011
Battlefield  Hardline,PC,Shooter,Electronic Arts,1,5,9,56,0.14,4.09,1.77,0.13,6.13,2015
Battlefield  Bad Company 2 Vietnam,PC,Shooter,Electronic Arts,10,8.5,2,211,6.75,1.62,1.78,3.51,13.66,2010
Battlefield  Bad Company 2,PC,Shooter,Electronic Arts,8.8,8.8,6,157,0.72,0.19,1.31,0.53,2.75,2010
Battlefield Vietnam,PC,Shooter,Electronic Arts,5,8.5,9,1.36,3.74,3.17,3.45,5.46,15.82,2004
Apocalypse,PC,Adventure,Future Tech,2,9,1,118,4.43,2.16,2.84,1.62,11.05,1975
Battlefield V,PC,Shooter,Electronic Arts,3,5,5,131,0.1,2.46,2.01,0.09,4.66,2018
Battlefield Heroes,PC,Shooter,Electronic Arts,4,5,2,178,2.47,1.09,3.59,2.33,9.48,2009
Battlefield 4,PC,Shooter,Electronic Arts,6,2,9,292,1.39,0.44,3.2,0.85,5.88,2013
Battlefield 3  Back to Karkand,PC,Shooter,Electronic Arts,8,4,2,77,7.24,3.58,4.15,5.88,20.85,2011
Battlefield 3,PC,Shooter,Electronic Arts,8,8.9,2,83,2.76,0.89,3.71,1.44,8.8,2011
Battlefield 2142  Northern Strike,PC,Shooter,Electronic Arts,4,7.8,9,127,2.31,3.78,3.28,1.3,10.67,2007
Battlefield 2142,PC,Shooter,Electronic Arts,6,4,6,221,0.03,1.16,5.5,0.02,6.71,2006
Battlefield 2  Special Forces,PC,Shooter,Electronic Arts,6,10,9,0.8,1.39,4.55,1.56,6.75,14.25,2005
Battlefield 2  Euro Force,PC,Shooter,Electronic Arts,3,9,5,0.2,1.61,2.29,3.22,1.64,8.76,2006
Battlefield 2  Complete Collection,PC,Shooter,Electronic Arts,6,6,3,14,4.14,4.45,3.82,5.02,17.43,2007
Battlefield 2  Armored Fury,PC,Shooter,Electronic Arts,7,3,7,0.13,6.61,4.02,4.13,6.65,21.41,2006
Battlefield 2,PC,Shooter,Electronic Arts,9,9,6,2.25,7.13,3.9,3.89,1.02,15.94,2005
Battlefield 1942  The WW II Anthology,PC,Shooter,Electronic Arts,5,4,2,0.42,1.21,3.13,2.42,1.79,8.55,2004
Battlefield 1942  The Road to Rome,PC,Shooter,Electronic Arts,3,8.3,6,0.64,4.9,2.65,4.64,5.21,17.4,2003
Battlefield 1942  Secret Weapons of World War II,PC,Shooter,Electronic Arts,8,7.8,8,0.49,5.24,1.56,1.74,5.03,13.57,2003
Battlefield 1942,PC,Shooter,Electronic Arts,1,9,3,2.47,3.05,1.56,2.55,1.92,9.08,2002
Battlefield 1,PC,Shooter,Electronic Arts,4,9.1,5,88,0.77,0.3,4.31,0.41,5.79,2016
Apex Legends,PC,Shooter,Electronic Arts,5,9,7,4,7.05,3.72,4.72,1.09,16.58,2019
Viewpoint,PS,Shooter,Electronic Arts,6,4,10,291,0.07,0.04,4.21,0.03,4.35,1995
Space Hulk  Vengeance of the Blood Angels,PS,Shooter,Electronic Arts,6,2,3,252,0.07,0.04,1.63,0.03,1.77,1996
Medal of Honor  Underground,PS,Shooter,Electronic Arts,7,9,8,253,0.97,0.54,1.96,0.37,3.84,2000
Medal of Honor,PS,Shooter,Electronic Arts,4,9.3,4,80,2.67,1.44,3.33,1.09,8.53,1999
Magic Carpet,PS,Shooter,Electronic Arts,6,4,6,254,0.05,0.03,5.76,0.02,5.86,1996
007  Tomorrow Never Dies   The World is not Enough,PS,Shooter,Electronic Arts,6,7,7,294,2.94,2.3,1.37,2.14,8.75,2002
007  Tomorrow Never Dies,PS,Shooter,Electronic Arts,5,6.2,3,124,3.21,1.72,1.78,1.33,8.04,1999
007  The World is not Enough,PS,Shooter,Electronic Arts,1,6.4,1,240,0.92,0.51,3.75,0.35,5.53,2000
TimeSplitters  Future Perfect,PS2,Shooter,Electronic Arts,9,9,6,102,0.24,0.12,1.35,0.09,1.8,2005
Quake III  Revolution,PS2,Shooter,Electronic Arts,8,5,5,182,0.21,0.1,2.15,0.08,2.54,2001
Mercenaries 2  World in Flames,PS2,Shooter,Electronic Arts,5,3,5,78,0.38,0.21,1.71,5.11,7.41,2008
Medal of Honor  Vanguard,PS2,Shooter,Electronic Arts,8,7,5,73,0.03,3.87,0.03,6.93,10.86,2007
Medal of Honor  Rising Sun,PS2,Shooter,Electronic Arts,2,5.9,9,141,5.13,1.98,0.13,2.23,9.47,2003
Medal of Honor  Frontline,PS2,Shooter,Electronic Arts,6,9,10,211,6.83,2.93,0.17,2.75,12.68,2002
Medal of Honor  European Assault (weekly JP sales),PS2,Shooter,Electronic Arts,7,3,3,285,0.05,1.09,0.05,5.16,6.35,2005
Medal of Honor  European Assault (All Region sales),PS2,Shooter,Electronic Arts,6,5,5,17,1.88,0.89,0.09,0.69,3.55,2005
Medal of Honor Collection,PS2,Shooter,Electronic Arts,3,8,8,151,5.74,2.92,1.02,1.4,11.08,2007
James Bond 007  Nightfire,PS2,Shooter,Electronic Arts,4,8,6,190,3.33,1.45,0.12,1.29,6.19,2002
James Bond 007  Everything or Nothing,PS2,Shooter,Electronic Arts,4,5,1,245,2.31,0.85,0.09,1.06,4.31,2004
James Bond 007  Agent Under Fire,PS2,Shooter,Electronic Arts,7,4,7,201,3.53,1.9,0.1,1.13,6.66,2001
GoldenEye  Rogue Agent,PS2,Shooter,Electronic Arts,3,7,3,20,0.64,0.54,5.8,0.02,7,2004
Freedom Fighters,PS2,Shooter,Electronic Arts,10,7,2,268,0.52,0.25,4.64,0.2,5.61,2003
Black,PS2,Shooter,Electronic Arts,2,7.7,3,125,1.25,1.01,0.03,0.04,2.33,2006
Battlefield 2  Modern Combat(JP sales),PS2,Shooter,Electronic Arts,5,7,2,80,0.02,2.19,0.02,3.81,6.04,2005
Battlefield 2  Modern Combat,PS2,Shooter,Electronic Arts,10,7.6,1,176,0.44,0.37,2.37,0.01,3.19,2005
The Orange Box,PS3,Shooter,Electronic Arts,5,8.7,7,288,1.07,0.28,3.32,0.58,5.25,2007
Syndicate,PS3,Shooter,Electronic Arts,10,6,8,108,0.15,0.07,4.44,0.06,4.72,2012
